"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
1,"Carson Bay","P",13,0,0,NA,0,0,NA,0,31,1167,37.6,NA,"air-force",2022
2,"Matthew Dapore","P",13,37,38,97.4,16,21,76.2,85,0,0,NA,NA,"air-force",2022
3,"Anth Rodriguez","K",4,7,7,100,0,0,NA,7,0,0,NA,NA,"air-force",2022
4,"Luke Freer","K",1,0,0,NA,0,0,NA,0,2,95,47.5,NA,"air-force",2022
1,"Noah Gettman","P",12,0,0,NA,0,0,NA,0,61,2478,40.6,NA,"akron",2022
2,"Cory Smigel","K",9,17,18,94.4,7,12,58.3,38,0,0,NA,NA,"akron",2022
3,"Noah Perez","K",5,11,11,100,6,9,66.7,29,0,0,NA,NA,"akron",2022
1,"Kyle Greenwell","P",13,0,0,NA,0,0,NA,0,44,1992,45.3,NA,"alabama-birmingham",2022
2,"Matthew Quinn","K",13,45,45,100,14,19,73.7,87,0,0,NA,NA,"alabama-birmingham",2022
3,"Reese Burkhardt","K",13,2,2,100,0,0,NA,2,0,0,NA,NA,"alabama-birmingham",2022
1,"James Burnip","P",13,0,0,NA,0,0,NA,0,44,1861,42.3,NA,"alabama",2022
2,"Will Reichard","K",13,64,64,100,22,26,84.6,130,0,0,NA,NA,"alabama",2022
1,"Clayton Howell","P",12,0,0,NA,0,0,NA,0,42,1631,38.8,NA,"appalachian-state",2022
2,"Michael Hughes","K",12,50,50,100,9,12,75,77,0,0,NA,NA,"appalachian-state",2022
1,"Carter Brown","K",12,33,33,100,11,14,78.6,66,0,0,NA,NA,"arizona-state",2022
2,"Eddie Czaplicki","P",12,0,0,NA,0,0,NA,0,49,2257,46.1,NA,"arizona-state",2022
3,"Jace Feely","K",4,1,1,100,0,0,NA,1,1,37,37,NA,"arizona-state",2022
1,"Jayden De Laura","QB",12,0,0,NA,0,0,NA,0,2,83,41.5,NA,"arizona",2022
2,"Kyle Ostendorp","P",12,0,0,NA,0,0,NA,0,34,1546,45.5,NA,"arizona",2022
3,"Tyler Loop","K",12,38,38,100,18,21,85.7,92,0,0,NA,NA,"arizona",2022
1,"Dominic Zvada","K",12,30,31,96.8,17,18,94.4,81,0,0,NA,NA,"arkansas-state",2022
2,"Ryan Hanson","P",12,0,0,NA,0,0,NA,0,47,2057,43.8,NA,"arkansas-state",2022
3,"William Przystup","P",8,0,0,NA,0,0,NA,0,21,913,43.5,NA,"arkansas-state",2022
4,"Aidan Ellison","K",1,1,1,100,0,0,NA,1,0,0,NA,NA,"arkansas-state",2022
1,"Cam Little","K",13,50,50,100,13,16,81.3,89,0,0,NA,NA,"arkansas",2022
2,"Reid Bauer","P",12,0,0,NA,0,0,NA,0,23,1025,44.6,NA,"arkansas",2022
3,"Max Fletcher","P",9,0,0,NA,0,0,NA,0,38,1424,37.5,NA,"arkansas",2022
1,"Billy Boehlke","P",12,0,0,NA,0,0,NA,0,42,1603,38.2,NA,"army",2022
2,"Quinn Maretzki","K",12,41,44,93.2,8,10,80,65,0,0,NA,NA,"army",2022
3,"Matthew Rhodes","K",3,0,0,NA,0,0,NA,0,1,7,7,NA,"army",2022
4,"Trey Gronotte","K",3,2,2,100,0,0,NA,2,0,0,NA,NA,"army",2022
1,"Oscar Chapman","P",12,0,0,NA,0,0,NA,0,56,2449,43.7,NA,"auburn",2022
2,"Anders Carlson","K",9,22,22,100,12,17,70.6,58,0,0,NA,NA,"auburn",2022
3,"Alex McPherson","K",4,9,9,100,6,7,85.7,27,0,0,NA,NA,"auburn",2022
1,"Ben VonGunten","K",12,28,29,96.6,17,21,81,79,0,0,NA,NA,"ball-state",2022
2,"Chase Wyatt","P",12,0,0,NA,0,0,NA,0,1,16,16,NA,"ball-state",2022
3,"Lucas Borrow","P",12,0,0,NA,0,0,NA,0,66,2735,41.4,NA,"ball-state",2022
1,"Isaac Power","P",13,0,0,NA,0,0,NA,0,41,1702,41.5,NA,"baylor",2022
2,"Noah Rauschenberg","K",13,0,0,NA,0,0,NA,0,1,14,14,NA,"baylor",2022
3,"John Mayers","K",12,42,44,95.5,8,11,72.7,66,0,0,NA,NA,"baylor",2022
4,"Isaiah Hankins","K",2,8,9,88.9,0,1,0,8,0,0,NA,NA,"baylor",2022
1,"Jonah Dalmas","K",14,48,48,100,23,27,85.2,117,0,0,NA,NA,"boise-state",2022
2,"James Ferguson-Reynolds","P",13,0,0,NA,0,0,NA,0,63,2631,41.8,NA,"boise-state",2022
3,"Will Ferrin","K",7,0,0,NA,0,0,NA,0,2,71,35.5,NA,"boise-state",2022
1,"Danny Longman","K",12,0,0,NA,0,0,NA,0,60,2462,41,NA,"boston-college",2022
2,"Connor Lytton","K",11,24,24,100,9,17,52.9,51,0,0,NA,NA,"boston-college",2022
3,"Sam Candotti","P",11,0,0,NA,0,0,NA,0,13,477,36.7,NA,"boston-college",2022
4,"Liam Connor","K",7,0,1,0,0,0,NA,0,0,0,NA,NA,"boston-college",2022
1,"Mason Lawler","K",13,34,34,100,11,16,68.8,67,0,0,NA,NA,"bowling-green-state",2022
2,"Sami Sir","P",13,0,0,NA,0,0,NA,0,68,2621,38.5,NA,"bowling-green-state",2022
1,"Jake Oldroyd","K",13,45,45,100,9,14,64.3,72,0,0,NA,NA,"brigham-young",2022
2,"Ryan Rehkow","P",13,0,0,NA,0,0,NA,0,40,1847,46.2,NA,"brigham-young",2022
3,"Justen Smith","K",3,3,5,60,1,1,100,6,0,0,NA,NA,"brigham-young",2022
4,"Cash Peterman","K",2,1,1,100,0,0,NA,1,0,0,NA,NA,"brigham-young",2022
1,"Alex McNulty","K",13,41,42,97.6,24,28,85.7,113,0,0,NA,NA,"buffalo",2022
2,"Cole Snyder","QB",13,0,0,NA,0,0,NA,0,1,56,56,NA,"buffalo",2022
3,"Jackson Baltar","P",12,0,0,NA,0,0,NA,0,13,522,40.2,NA,"buffalo",2022
4,"Anthony Venneri","K",10,0,0,NA,0,0,NA,0,43,1849,43,NA,"buffalo",2022
1,"Dario Longhetto","K",12,31,32,96.9,11,17,64.7,64,0,0,NA,NA,"california",2022
2,"Jamieson Sheahan","P",12,0,0,NA,0,0,NA,0,64,2897,45.3,NA,"california",2022
3,"Michael Luckhurst","K",12,0,0,NA,1,1,100,3,0,0,NA,NA,"california",2022
1,"Andrew Osteen","P",14,0,0,NA,0,0,NA,0,12,477,39.8,NA,"central-florida",2022
2,"Colton Boomer","K",12,42,43,97.7,14,15,93.3,84,0,0,NA,NA,"central-florida",2022
3,"Mitch McCarthy","P",12,0,0,NA,0,0,NA,0,39,1698,43.5,NA,"central-florida",2022
4,"Daniel Obarski","K",3,10,10,100,0,2,0,10,0,0,NA,NA,"central-florida",2022
1,"Josh Rolston","K",12,4,6,66.7,1,3,33.3,7,0,0,NA,NA,"central-michigan",2022
2,"Luke Elzinga","P",12,0,0,NA,0,0,NA,0,55,2321,42.2,NA,"central-michigan",2022
3,"Marshall Meeder","K",10,23,25,92,5,11,45.5,38,0,0,NA,NA,"central-michigan",2022
1,"Antonio Zita","K",12,36,36,100,3,5,60,45,0,0,NA,NA,"charlotte",2022
2,"Bailey Rice","P",12,0,0,NA,0,0,NA,0,46,1965,42.7,NA,"charlotte",2022
1,"Mason Fletcher","P",13,0,0,NA,0,0,NA,0,62,2870,46.3,NA,"cincinnati",2022
2,"Ryan Coe","K",12,44,44,100,19,23,82.6,101,0,0,NA,NA,"cincinnati",2022
3,"Christian Lowery","K",1,1,1,100,0,0,NA,1,0,0,NA,NA,"cincinnati",2022
1,"Aidan Swanson","P",14,0,0,NA,0,0,NA,0,62,2620,42.3,NA,"clemson",2022
2,"B.T. Potter","K",14,49,49,100,20,26,76.9,109,0,0,NA,NA,"clemson",2022
3,"D.J. Uiagalelei","QB",13,0,0,NA,0,0,NA,0,1,48,48,NA,"clemson",2022
4,"Robert Gunn III","K",3,1,1,100,0,0,NA,1,0,0,NA,NA,"clemson",2022
5,"Jack Smith","P",1,0,0,NA,0,0,NA,0,1,47,47,NA,"clemson",2022
6,"Jonathan Weitz","K",1,1,1,100,0,0,NA,1,0,0,NA,NA,"clemson",2022
1,"Evan Crenshaw","P",13,0,0,NA,0,0,NA,0,51,1975,38.7,NA,"coastal-carolina",2022
2,"Kade Hensley","K",13,46,47,97.9,8,11,72.7,70,0,0,NA,NA,"coastal-carolina",2022
3,"Mack West","P",13,0,0,NA,0,0,NA,0,4,99,24.8,NA,"coastal-carolina",2022
4,"Liam Gray","K",10,0,0,NA,0,1,0,0,0,0,NA,NA,"coastal-carolina",2022
1,"Paddy Turner","P",12,0,0,NA,0,0,NA,0,66,2581,39.1,NA,"colorado-state",2022
2,"Michael Boyle","K",9,12,12,100,10,13,76.9,42,0,0,NA,NA,"colorado-state",2022
3,"Cayden Camper","K",2,2,3,66.7,0,1,0,2,0,0,NA,NA,"colorado-state",2022
1,"Cole Becker","K",12,20,21,95.2,11,13,84.6,53,0,0,NA,NA,"colorado",2022
2,"Trent Carrizosa","P",9,0,0,NA,0,0,NA,0,46,1877,40.8,NA,"colorado",2022
3,"Ashton Logan","P",3,0,0,NA,0,0,NA,0,17,690,40.6,NA,"colorado",2022
1,"George Caratan","P",13,0,0,NA,0,0,NA,0,65,2589,39.8,NA,"connecticut",2022
2,"Noe Ruelas","K",13,28,28,100,12,16,75,64,0,0,NA,NA,"connecticut",2022
3,"Bruno Perlicki","P",1,0,0,NA,0,0,NA,0,2,46,23,NA,"connecticut",2022
1,"Porter Wilson","P",13,0,0,NA,0,0,NA,0,46,1984,43.1,NA,"duke",2022
2,"Charlie Ham","K",10,29,29,100,9,15,60,56,0,0,NA,NA,"duke",2022
3,"Todd Pelino","K",6,23,23,100,8,9,88.9,47,0,0,NA,NA,"duke",2022
1,"Luke Larsen","P",13,0,0,NA,0,0,NA,0,44,1779,40.4,NA,"east-carolina",2022
2,"Owen Daffer","K",10,20,25,80,5,8,62.5,35,0,0,NA,NA,"east-carolina",2022
3,"Andrew Conrad","K",7,26,26,100,8,12,66.7,50,0,0,NA,NA,"east-carolina",2022
1,"Jesus Gomez","K",13,47,47,100,14,17,82.4,89,0,0,NA,NA,"eastern-michigan",2022
2,"Mitchell Tomasek","P",13,0,0,NA,0,0,NA,0,48,2125,44.3,NA,"eastern-michigan",2022
1,"Riley Thompson","P",12,0,0,NA,0,0,NA,0,61,2770,45.4,NA,"florida-atlantic",2022
2,"Carter Davis","K",11,7,7,100,1,2,50,10,0,0,NA,NA,"florida-atlantic",2022
3,"Morgan Suarez","K",10,38,38,100,9,13,69.2,65,0,0,NA,NA,"florida-atlantic",2022
1,"Daton Montiel","K",12,0,0,NA,0,0,NA,0,67,2819,42.1,NA,"florida-international",2022
2,"Chase Gabriel","K",11,23,24,95.8,7,12,58.3,44,0,0,NA,NA,"florida-international",2022
3,"Jordan Doelling","P",1,0,0,NA,0,0,NA,0,1,30,30,NA,"florida-international",2022
1,"Alex Mastromanno","P",13,0,0,NA,0,0,NA,0,34,1422,41.8,NA,"florida-state",2022
2,"Ryan Fitzgerald","K",13,57,58,98.3,12,20,60,93,0,0,NA,NA,"florida-state",2022
1,"Adam Mihalek","K",13,42,43,97.7,14,21,66.7,84,0,0,NA,NA,"florida",2022
2,"Jeremy Crawshaw","P",13,0,0,NA,0,0,NA,0,35,1678,47.9,NA,"florida",2022
1,"Carson King","P",14,0,0,NA,0,0,NA,0,52,2161,41.6,NA,"fresno-state",2022
2,"Abraham Montano","K",12,34,35,97.1,12,19,63.2,70,0,0,NA,NA,"fresno-state",2022
3,"Dylan Lynch","K",9,15,15,100,6,7,85.7,33,0,0,NA,NA,"fresno-state",2022
4,"Andre Meono","P",1,1,2,50,0,0,NA,1,0,0,NA,NA,"fresno-state",2022
1,"Alex Raynor","K",13,49,50,98,18,20,90,103,0,0,NA,NA,"georgia-southern",2022
2,"Anthony Beck II","P",13,0,0,NA,0,0,NA,0,50,2152,43,NA,"georgia-southern",2022
3,"Michael Lantz","K",13,0,0,NA,0,2,0,0,0,0,NA,NA,"georgia-southern",2022
4,"Walker Bradberry","P",1,0,0,NA,0,0,NA,0,1,30,30,NA,"georgia-southern",2022
1,"Kade Loggins","K",12,0,0,NA,0,0,NA,0,1,42,42,NA,"georgia-state",2022
2,"Michael Hayes","K",12,41,42,97.6,11,14,78.6,74,56,2351,42,NA,"georgia-state",2022
1,"David Shanahan","P",12,0,0,NA,0,0,NA,0,73,3172,43.5,NA,"georgia-tech",2022
2,"Gavin Stewart","K",10,13,14,92.9,12,13,92.3,49,0,0,NA,NA,"georgia-tech",2022
3,"Jude Kelley","K",6,7,7,100,2,6,33.3,13,0,0,NA,NA,"georgia-tech",2022
1,"Jack Podlesny","K",15,73,74,98.6,26,31,83.9,151,0,0,NA,NA,"georgia",2022
2,"Brett Thorson","P",14,0,0,NA,0,0,NA,0,36,1620,45,NA,"georgia",2022
3,"Jared Zirkel","K",4,0,0,NA,1,1,100,3,0,0,NA,NA,"georgia",2022
1,"Matthew Shipley","K",13,27,28,96.4,16,20,80,75,63,2567,40.7,NA,"hawaii",2022
1,"Laine Wilkins","P",13,0,0,NA,0,0,NA,0,40,1749,43.7,NA,"houston",2022
2,"Bubba Baxa","K",12,17,18,94.4,9,14,64.3,44,0,0,NA,NA,"houston",2022
3,"Kyle Ramsey","K",9,38,39,97.4,5,6,83.3,53,0,0,NA,NA,"houston",2022
1,"Hugh Robertson","P",13,0,0,NA,0,0,NA,0,60,2388,39.8,NA,"illinois",2022
2,"Caleb Griffin","K",11,32,32,100,14,19,73.7,74,0,0,NA,NA,"illinois",2022
3,"Fabrizio Pinton","K",4,2,3,66.7,7,7,100,23,0,0,NA,NA,"illinois",2022
1,"Charles Campbell","K",12,27,27,100,14,20,70,69,0,0,NA,NA,"indiana",2022
2,"James Evans","P",12,0,0,NA,0,0,NA,0,75,3325,44.3,NA,"indiana",2022
1,"Jace Gilbert","K",12,21,22,95.5,12,20,60,57,0,0,NA,NA,"iowa-state",2022
2,"Tyler Perkins","P",12,0,0,NA,0,0,NA,0,50,2112,42.2,NA,"iowa-state",2022
3,"Keegan Shackford","K",9,1,1,100,0,0,NA,1,0,0,NA,NA,"iowa-state",2022
4,"Drake Nettles","K",5,5,5,100,1,3,33.3,8,0,0,NA,NA,"iowa-state",2022
5,"Ben Garbarini","P",3,0,0,NA,0,0,NA,0,2,71,35.5,NA,"iowa-state",2022
1,"Drew Stevens","K",13,24,24,100,16,18,88.9,72,0,0,NA,NA,"iowa",2022
2,"Tory Taylor","P",13,0,0,NA,0,0,NA,0,82,3725,45.4,NA,"iowa",2022
3,"Aaron Blom","K",2,1,1,100,1,3,33.3,4,0,0,NA,NA,"iowa",2022
1,"Camden Wise","K",11,50,52,96.2,11,16,68.8,83,0,0,NA,NA,"james-madison",2022
2,"Connor Madden","K",11,0,0,NA,0,1,0,0,0,0,NA,NA,"james-madison",2022
3,"Sam Clark","P",11,0,0,NA,0,0,NA,0,49,2122,43.3,NA,"james-madison",2022
1,"Ty Zentner","P",14,31,31,100,11,11,100,64,59,2625,44.5,NA,"kansas-state",2022
2,"Chris Tennant","K",7,23,25,92,9,14,64.3,50,0,0,NA,NA,"kansas-state",2022
1,"Jason Bean","QB",12,0,0,NA,0,0,NA,0,1,41,41,NA,"kansas",2022
2,"Reis Vernon","P",12,0,0,NA,0,0,NA,0,34,1357,39.9,NA,"kansas",2022
3,"Jacob Borcila","K",11,48,48,100,7,13,53.8,69,0,0,NA,NA,"kansas",2022
4,"Jalon Daniels","QB",9,0,0,NA,0,0,NA,0,2,81,40.5,NA,"kansas",2022
5,"Grayden Addison","P",3,0,0,NA,0,0,NA,0,5,186,37.2,NA,"kansas",2022
6,"Owen Piepergerdes","K",3,9,9,100,1,1,100,12,0,0,NA,NA,"kansas",2022
1,"Andrew Glass","K",12,31,31,100,17,26,65.4,82,0,0,NA,NA,"kent-state",2022
2,"Josh Smith","P",12,1,1,100,0,0,NA,1,43,1737,40.4,NA,"kent-state",2022
3,"Collin Schlee","QB",11,0,0,NA,0,0,NA,0,3,122,40.7,NA,"kent-state",2022
4,"Johan Silver","K",3,4,4,100,0,0,NA,4,0,0,NA,NA,"kent-state",2022
1,"Matt Ruffolo","K",12,25,27,92.6,16,24,66.7,73,0,0,NA,NA,"kentucky",2022
2,"Colin Goodfellow","P",9,0,0,NA,0,0,NA,0,32,1328,41.5,NA,"kentucky",2022
3,"Wilson Berry","P",5,0,0,NA,0,0,NA,0,19,782,41.2,NA,"kentucky",2022
1,"Aidan Alves","P",13,0,0,NA,0,0,NA,0,61,2533,41.5,NA,"liberty",2022
2,"Jason Stricker","K",13,1,1,100,0,0,NA,1,0,0,NA,NA,"liberty",2022
3,"Nick Brown","K",13,40,41,97.6,11,19,57.9,73,0,0,NA,NA,"liberty",2022
1,"Rhys Byrns","P",13,0,0,NA,0,0,NA,0,53,2300,43.4,NA,"louisiana-lafayette",2022
2,"Kenneth Almendares","K",9,23,24,95.8,18,23,78.3,77,0,0,NA,NA,"louisiana-lafayette",2022
3,"Preston Stafford","K",4,15,15,100,2,4,50,21,0,0,NA,NA,"louisiana-lafayette",2022
1,"Calum Sutherland","K",12,32,32,100,10,11,90.9,62,0,0,NA,NA,"louisiana-monroe",2022
2,"Devyn McCormick","P",12,0,0,NA,0,0,NA,0,60,2636,43.9,NA,"louisiana-monroe",2022
3,"Braxton Guilbeau","P",2,0,0,NA,0,0,NA,0,3,126,42,NA,"louisiana-monroe",2022
1,"Damian Ramos","K",14,55,57,96.5,10,14,71.4,85,0,0,NA,NA,"louisiana-state",2022
2,"Jay Bramblett","P",14,0,0,NA,0,0,NA,0,49,2181,44.5,NA,"louisiana-state",2022
3,"Trey Finison","K",3,3,3,100,0,0,NA,3,0,0,NA,NA,"louisiana-state",2022
4,"Ezekeal Mata","K",1,1,1,100,0,0,NA,1,0,0,NA,NA,"louisiana-state",2022
1,"Buck Buchanan","K",12,0,0,NA,5,7,71.4,15,0,0,NA,NA,"louisiana-tech",2022
2,"Jacob Barnes","K",12,38,39,97.4,13,18,72.2,77,0,0,NA,NA,"louisiana-tech",2022
3,"Austin McCready","K",10,0,0,NA,0,0,NA,0,34,1380,40.6,NA,"louisiana-tech",2022
4,"Patrick Rea","P",4,0,0,NA,0,0,NA,0,10,396,39.6,NA,"louisiana-tech",2022
5,"Arlind Bengu","P",2,0,0,NA,0,0,NA,0,2,97,48.5,NA,"louisiana-tech",2022
1,"James Turner","K",13,38,39,97.4,20,22,90.9,98,0,0,NA,NA,"louisville",2022
2,"Mark Vassett","P",13,0,0,NA,0,0,NA,0,52,2321,44.6,NA,"louisville",2022
1,"John McConnell","P",13,0,0,NA,0,0,NA,0,69,2685,38.9,NA,"marshall",2022
2,"Rece Verhoff","K",13,33,35,94.3,13,20,65,72,9,369,41,NA,"marshall",2022
3,"Sean Meisler","K",2,4,4,100,0,0,NA,4,0,0,NA,NA,"marshall",2022
1,"Chad Ryland","K",13,39,40,97.5,19,23,82.6,96,0,0,NA,NA,"maryland",2022
2,"Colton Spangler","P",13,0,0,NA,0,0,NA,0,56,2522,45,NA,"maryland",2022
3,"Anthony Pecorella","P",5,0,0,NA,0,0,NA,0,5,189,37.8,NA,"maryland",2022
1,"Cameron Carson","K",12,13,13,100,13,18,72.2,52,0,0,NA,NA,"massachusetts",2022
2,"CJ Kolodziey","K",12,0,0,NA,0,0,NA,0,79,2873,36.4,NA,"massachusetts",2022
1,"Chris Howard","K",13,50,52,96.2,21,24,87.5,113,0,0,NA,NA,"memphis",2022
2,"Joe Doyle","P",13,0,0,NA,0,0,NA,0,49,2249,45.9,NA,"memphis",2022
1,"Andres Borregales","K",12,32,32,100,17,20,85,83,0,0,NA,NA,"miami-fl",2022
2,"Louis Hedley","P",12,0,0,NA,0,0,NA,0,46,2084,45.3,NA,"miami-fl",2022
3,"Will Hutchinson","P",1,0,0,NA,0,0,NA,0,3,142,47.3,NA,"miami-fl",2022
1,"Dom Dzioban","K",13,1,1,100,0,0,NA,1,72,3056,42.4,NA,"miami-oh",2022
2,"Graham Nicholson","K",13,26,27,96.3,18,23,78.3,80,0,0,NA,NA,"miami-oh",2022
1,"Bryce Baringer","P",12,0,0,NA,0,0,NA,0,50,2450,49,"AA","michigan-state",2022
2,"Jack Stone","K",12,15,16,93.8,2,4,50,21,0,0,NA,"","michigan-state",2022
3,"Ben Patton","K",6,15,16,93.8,4,8,50,27,0,0,NA,"","michigan-state",2022
4,"Ryan Eckley","P",2,0,0,NA,0,0,NA,0,1,41,41,"","michigan-state",2022
5,"Stephen Rusnak","K",2,1,1,100,0,0,NA,1,0,0,NA,"","michigan-state",2022
1,"Brad Robbins","P",14,0,0,NA,0,0,NA,0,43,1818,42.3,NA,"michigan",2022
2,"Jake Moody","K",14,60,60,100,29,35,82.9,147,0,0,NA,NA,"michigan",2022
